date,close
2024-07-01,0.784
2024-07-02,0.782
2024-07-03,0.782
2024-07-04,0.767
2024-07-05,0.768
2024-07-08,0.748
2024-07-09,0.763
2024-07-10,0.764
2024-07-11,0.776
2024-07-12,0.775
2024-07-15,0.773
2024-07-16,0.78
2024-07-17,0.786
2024-07-18,0.79
2024-07-19,0.799
2024-07-22,0.805
2024-07-23,0.786
2024-07-24,0.777
2024-07-25,0.787
2024-07-26,0.801
2024-07-29,0.793
2024-07-30,0.797
2024-07-31,0.841
2024-08-01,0.835
2024-08-02,0.819
2024-08-05,0.812
2024-08-06,0.815
2024-08-07,0.81
2024-08-08,0.813
2024-08-09,0.806
2024-08-12,0.804
2024-08-13,0.815
2024-08-14,0.808
2024-08-15,0.817
2024-08-16,0.812
2024-08-19,0.811
2024-08-20,0.805
2024-08-21,0.8
2024-08-22,0.788
2024-08-23,0.795
2024-08-26,0.795
2024-08-27,0.788
2024-08-28,0.789
2024-08-29,0.794
2024-08-30,0.814
2024-09-02,0.793
2024-09-03,0.799
2024-09-04,0.798
2024-09-05,0.806
2024-09-06,0.809
2024-09-09,0.808
2024-09-10,0.805
2024-09-11,0.804
2024-09-12,0.803
2024-09-13,0.805
2024-09-18,0.806
2024-09-19,0.816
2024-09-20,0.816
2024-09-23,0.816
2024-09-24,0.866
2024-09-25,0.882
2024-09-26,0.938
